Dr. B R Ambedkar National Institute of Technology, Jalandhar!Bio Technology (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2675!2875
National Institute of Technology, Tiruchirappalli!Electrical and Electronics Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!127!329
National Institute of Technology, Tiruchirappalli!Electronics and Communication Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!171!223
National Institute of Technology, Tiruchirappalli!Instrumentation and Control Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1081!1166
National Institute of Technology, Tiruchirappalli!Mechanical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!556!818
National Institute of Technology, Tiruchirappalli!Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1100!1607
National Institute of Technology, Tiruchirappalli!Production Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1475!1681
National Institute of Technology, Uttarakhand!Civil Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2133!2133
National Institute of Technology, Uttarakhand!Computer Science and Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1516!1516
National Institute of Technology, Uttarakhand!Electrical and Electronics Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1857!1857
National Institute of Technology, Uttarakhand!Electronics and Communication Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1844!1844
National Institute of Technology, Uttarakhand!Mechanical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2395!2395
National Institute of Technology, Warangal!Bio Technology (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2314!2432
National Institute of Technology, Warangal!Chemical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1440!1498
National Institute of Technology, Warangal!Chemistry (5 Years, Integrated Master of Science)!OS!Gender-Neutral!1862!1862
National Institute of Technology, Warangal!Civil Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!793!1014
National Institute of Technology, Warangal!Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)!OS!Gender-Neutral!176!176
National Institute of Technology, Warangal!Computer Science and Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!17!201
National Institute of Technology, Warangal!Electrical and Electronics Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!501!660
National Institute of Technology, Warangal!Electronics and Communication Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!233!306
National Institute of Technology, Warangal!Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)!OS!Gender-Neutral!486!486
National Institute of Technology, Warangal!Mathematics (5 Years, Integrated Master of Science)!OS!Gender-Neutral!2415!2415
National Institute of Technology, Warangal!Mathematics and Computing (4 Years, Bachelor of Technology)!OS!Gender-Neutral!375!375
National Institute of Technology, Warangal!Mechanical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1323!1405
National Institute of Technology, Warangal!Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1791!2157
Sardar Vallabhbhai National Institute of Technology, Surat!Artificial Intelligence (4 Years, Bachelor of Technology)!OS!Gender-Neutral!431!944
Sardar Vallabhbhai National Institute of Technology, Surat!Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)!OS!Gender-Neutral!1200!1200
Sardar Vallabhbhai National Institute of Technology, Surat!Chemical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2236!2416
Sardar Vallabhbhai National Institute of Technology, Surat!Chemistry (5 Years, Integrated Master of Science)!OS!Gender-Neutral!3495!3572
Sardar Vallabhbhai National Institute of Technology, Surat!Civil Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1256!1674
Sardar Vallabhbhai National Institute of Technology, Surat!Computer Science and Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!530!568
Sardar Vallabhbhai National Institute of Technology, Surat!Electrical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1347!1708
Sardar Vallabhbhai National Institute of Technology, Surat!Electronics and Communication Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1034!1159
Sardar Vallabhbhai National Institute of Technology, Surat!Electronics and VLSI Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1460!1460
Sardar Vallabhbhai National Institute of Technology, Surat!Engineering Physics (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2956!2956
Sardar Vallabhbhai National Institute of Technology, Surat!Industrial Chemistry (4 Years, Bachelor of Technology)!OS!Gender-Neutral!3234!3234
Sardar Vallabhbhai National Institute of Technology, Surat!Mathematics (5 Years, Integrated Master of Science)!OS!Gender-Neutral!3323!3402
Sardar Vallabhbhai National Institute of Technology, Surat!Mathematics and Computing (4 Years, Bachelor of Technology)!OS!Gender-Neutral!904!904
Sardar Vallabhbhai National Institute of Technology, Surat!Mechanical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!646!2096
Sardar Vallabhbhai National Institute of Technology, Surat!Physics (5 Years, Integrated Master of Science)!OS!Gender-Neutral!3230!3230
Visvesvaraya National Institute of Technology, Nagpur!Architecture (5 Years, Bachelor of Architecture)!OS!Gender-Neutral!180!217
Visvesvaraya National Institute of Technology, Nagpur!Chemical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1742!2086
Visvesvaraya National Institute of Technology, Nagpur!Civil Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1184!1231
Visvesvaraya National Institute of Technology, Nagpur!Computer Science and Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!353!376
Visvesvaraya National Institute of Technology, Nagpur!Electrical and Electronics Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!749!1092
Visvesvaraya National Institute of Technology, Nagpur!Electronics and Communication Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!398!672
Visvesvaraya National Institute of Technology, Nagpur!Mechanical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1492!1584
Visvesvaraya National Institute of Technology, Nagpur!Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2262!2687
Visvesvaraya National Institute of Technology, Nagpur!Mining Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2570!2833
National Institute of Technology, Andhra Pradesh!Bio Technology (4 Years, Bachelor of Technology)!OS!Gender-Neutral!3660!3660
National Institute of Technology, Andhra Pradesh!Chemical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2808!2808
National Institute of Technology, Andhra Pradesh!Civil Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2254!2471
National Institute of Technology, Andhra Pradesh!Computer Science and Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!817!940
National Institute of Technology, Andhra Pradesh!Electrical and Electronics Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1953!1953
National Institute of Technology, Andhra Pradesh!Electronics and Communication Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1550!1865
National Institute of Technology, Andhra Pradesh!Mechanical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2107!2130
National Institute of Technology, Andhra Pradesh!Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!3162!3162
Indian Institute of Engineering Science and Technology, Shibpur!Aerospace Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1739!1739
Indian Institute of Engineering Science and Technology, Shibpur!Architecture (5 Years, Bachelor of Architecture)!OS!Gender-Neutral!123!123
Indian Institute of Engineering Science and Technology, Shibpur!Civil Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1787!2056
Indian Institute of Engineering Science and Technology, Shibpur!Computer Science and Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1121!1349
Indian Institute of Engineering Science and Technology, Shibpur!Electrical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2098!2259
Indian Institute of Engineering Science and Technology, Shibpur!Electronics and Telecommunication Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1646!1646
Indian Institute of Engineering Science and Technology, Shibpur!Information Technology (4 Years, Bachelor of Technology)!OS!Gender-Neutral!1622!1819
Indian Institute of Engineering Science and Technology, Shibpur!Mechanical Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!2323!2461
Indian Institute of Engineering Science and Technology, Shibpur!Metallurgy and Materials Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!3201!3201
Indian Institute of Engineering Science and Technology, Shibpur!Mining Engineering (4 Years, Bachelor of Technology)!OS!Gender-Neutral!3275!3372
